Country,Continent,Capital City,Abbreviation,Fact 1,Fact 1 Source,Fact 2,Fact 2 Source,Fact 3,Fact 3 Source,Fact 4,Fact 4 Source,Fact 5,Fact 5 Source,Fact 6,Fact 6 Source,Fact 7,Fact 7 Source,Fact 8,Fact 8 Source,Fact 9,Fact 9 Source,Fact 10,Fact 10 Source,Fact 11,Fact 11 Source,Fact 12,Fact 12 Source,Fact 13,Fact 13 Source,Fact 14,Fact 14 Source,Fact 15,Fact 15 Source,Fact 16,Fact 16 Source,Fact 17,Fact 17 Source,Fact 18,Fact 18 Source,Fact 19,Fact 19 Source,Fact 20,Fact 20 Source,Fact 21,Fact 21 Source,Fact 22,Fact 22 Source,Fact 23,Fact 23 Source,Fact 24,Fact 24 Source,Fact 25,Fact 25 Source,Fact 26,Fact 26 Source,Fact 27,Fact 27 Source,Fact 28,Fact 28 Source,Fact 29,Fact 29 Source,Fact 30,Fact 30 Source,Fact 31,Fact 31 Source,Fact 32,Fact 32 Source,Fact 33,Fact 33 Source,Fact 34,Fact 34 Source,Fact 35,Fact 35 Source,Fact 36,Fact 36 Source,Fact 37,Fact 37 Source,Fact 38,Fact 38 Source,Fact 39,Fact 39 Source,Fact 40,Fact 40 Source,Fact 41,Fact 41 Source,Fact 42,Fact 42 Source,Fact 43,Fact 43 Source,Fact 44,Fact 44 Source,Fact 45,Fact 45 Source,Fact 46,Fact 46 Source,Fact 47,Fact 47 Source,Fact 48,Fact 48 Source,Fact 49,Fact 49 Source,Fact 50,Fact 50 Source
Cambodia,Asia,Phnom Penh,KHM,"Home to the world's largest religious monument, Angkor Wat, which was originally built as a Hindu temple and later transformed into a Buddhist temple.",https://en.wikipedia.org/wiki/Angkor_Wat,"The country has a unique tradition of 'bamboo train' transportation, where wooden platforms on wheels are powered by a small engine and can be disassembled to allow for passing trains.",https://en.wikipedia.org/wiki/Bamboo_train,"Cambodia is known for its 'happy pizza,' which is a pizza topped with cannabis, popular among tourists.",https://en.wikipedia.org/wiki/Happy_pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,Africa,Yaoundé,CMR,"The country is home to the world's largest frog species, the Goliath frog, which can grow up to 32 centimeters in length and weigh over 3 kilograms.",https://en.wikipedia.org/wiki/Goliath_frog,"The country has a unique geological feature known as the Mandara Mountains, which are home to the Kapsiki Peak, a volcanic plug that rises dramatically from the surrounding landscape.",https://en.wikipedia.org/wiki/Mandara_Mountains,"The country is one of the few places in the world where you can find the rare and endangered Cross River gorilla, with only about 250 to 300 individuals left in the wild.",https://en.wikipedia.org/wiki/Cross_River_gorilla,"The country has a rich tradition of music and dance, with over 250 ethnic groups, each having its own unique musical style and instruments.",https://en.wikipedia.org/wiki/Music_of_Cameroon,"The country is known for its diverse cuisine, which includes a dish called Ndolé, a stew made from bitter leaves, nuts, and fish or beef.",https://en.wikipedia.org/wiki/Ndole,"The country is home to the Dja Faunal Reserve, a UNESCO World Heritage Site, which is one of the largest and best-protected rainforests in Africa.",https://en.wikipedia.org/wiki/Dja_Faunal_Reserve,"The country has a unique linguistic landscape with over 230 languages spoken, making it one of the most linguistically diverse countries in the world.",https://en.wikipedia.org/wiki/Languages_of_Cameroon,"The country is known for its traditional wrestling sport called 'Laamb', which is a popular form of entertainment and cultural expression.",https://en.wikipedia.org/wiki/Wrestling_in_Cameroon,"The country has a unique architectural style known as the 'Musgum mud huts', which are made from compressed sun-dried mud and have a distinctive beehive shape.",https://en.wikipedia.org/wiki/Musgum_mud_huts,"The country is home to the Baka people, one of the last remaining groups of hunter-gatherers in the world, who have a deep knowledge of the rainforest ecosystem.",https://en.wikipedia.org/wiki/Baka_people_(Cameroon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,N. America,Ottawa,CAN,"The longest beaver dam in the world is located in Wood Buffalo National Park, measuring over 850 meters.",https://en.wikipedia.org/wiki/Wood_Buffalo_National_Park#Beaver_dam,The Narcisse Snake Dens in Manitoba are home to the largest concentration of snakes in the world.,https://en.wikipedia.org/wiki/Narcisse_Snake_Dens,The town of Vulcan in Alberta has a Star Trek-themed tourist station and a replica of the Starship Enterprise.,"https://en.wikipedia.org/wiki/Vulcan,_Alberta#Tourism",The Hotel de Glace in Quebec is rebuilt every year entirely out of ice and snow.,https://en.wikipedia.org/wiki/H%C3%B4tel_de_Glace,The Dempster Highway is the only all-weather road to cross the Arctic Circle.,https://en.wikipedia.org/wiki/Dempster_Highway,The Bay of Fundy has the highest tidal range in the world.,https://en.wikipedia.org/wiki/Bay_of_Fundy,The town of Churchill is known as the 'Polar Bear Capital of the World.',"https://en.wikipedia.org/wiki/Churchill,_Manitoba","The Trans-Canada Highway is one of the longest national highways in the world, stretching over 7,800 kilometers.",https://en.wikipedia.org/wiki/Trans-Canada_Highway,The Royal Tyrrell Museum in Alberta houses one of the largest displays of dinosaur fossils in the world.,https://en.wikipedia.org/wiki/Royal_Tyrrell_Museum_of_Palaeontology,The Rideau Canal is the oldest continuously operated canal system in North America.,https://en.wikipedia.org/wiki/Rideau_Canal,The town of St. Paul in Alberta has a UFO landing pad built in 1967.,"https://en.wikipedia.org/wiki/St._Paul,_Alberta#UFO_landing_pad",The Great Bear Rainforest is one of the largest temperate rainforests in the world.,https://en.wikipedia.org/wiki/Great_Bear_Rainforest,The CN Tower was the world's tallest free-standing structure until 2007.,https://en.wikipedia.org/wiki/CN_Tower,The town of Dawson City in Yukon hosts an annual 'Sourtoe Cocktail' event where participants drink a cocktail with a real human toe in it.,https://en.wikipedia.org/wiki/Sourtoe_Cocktail,The Icefields Parkway is considered one of the most scenic drives in the world.,https://en.wikipedia.org/wiki/Icefields_Parkway,The town of Dildo in Newfoundland and Labrador has a Hollywood-style sign and a mascot named Captain Dildo.,"https://en.wikipedia.org/wiki/Dildo,_Newfoundland_and_Labrador",The province of Saskatchewan has a town named 'Eyebrow.',"https://en.wikipedia.org/wiki/Eyebrow,_Saskatchewan",The city of Yellowknife is known for its vibrant display of the Northern Lights.,https://en.wikipedia.org/wiki/Yellowknife,The province of Quebec produces over 70% of the world's maple syrup.,https://en.wikipedia.org/wiki/Maple_syrup#Production,The town of Vulcan in Alberta has a Star Trek-themed tourist station and a replica of the Starship Enterprise.,"https://en.wikipedia.org/wiki/Vulcan,_Alberta#Tourism","The town of Moose Jaw in Saskatchewan is home to the world's largest moose statue, Mac the Moose.",https://en.wikipedia.org/wiki/Mac_the_Moose,"The city of Winnipeg has a museum dedicated to human rights, the first of its kind in the world.",https://en.wikipedia.org/wiki/Canadian_Museum_for_Human_Rights,The province of British Columbia is home to the only grizzly bear sanctuary in the world.,https://en.wikipedia.org/wiki/Khutzeymateen_Grizzly_Bear_Sanctuary,The town of Spuzzum in British Columbia is often joked about for being so small that it has a sign reading 'You are now leaving Spuzzum' right after the 'Welcome to Spuzzum' sign.,https://en.wikipedia.org/wiki/Spuzzum,The city of Montreal is the second-largest French-speaking city in the world after Paris.,https://en.wikipedia.org/wiki/Montreal,The town of Vulcan in Alberta has a Star Trek-themed tourist station and a replica of the Starship Enterprise.,"https://en.wikipedia.org/wiki/Vulcan,_Alberta#Tourism","The city of Toronto has a castle, Casa Loma, which is a popular tourist attraction.",https://en.wikipedia.org/wiki/Casa_Loma,"The province of Newfoundland and Labrador has its own time zone, which is 30 minutes ahead of Atlantic Standard Time.",https://en.wikipedia.org/wiki/Newfoundland_Time_Zone,"The city of Ottawa is home to the world's largest skating rink, the Rideau Canal Skateway.",https://en.wikipedia.org/wiki/Rideau_Canal#Skateway,The town of Vulcan in Alberta has a Star Trek-themed tourist station and a replica of the Starship Enterprise.,"https://en.wikipedia.org/wiki/Vulcan,_Alberta#Tourism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,Africa,Bangui,CAF,"The country is home to the world's second-largest rainforest, the Congo Basin, which is a biodiversity hotspot.",https://en.wikipedia.org/wiki/Central_African_Republic#Geography,"The country has one of the lowest population densities in the world, with vast areas of uninhabited land.",https://en.wikipedia.org/wiki/Central_African_Republic#Demographics,"The country is one of the least electrified countries in the world, with only about 3% of the population having access to electricity.",https://en.wikipedia.org/wiki/Central_African_Republic#Energy,"The country is known for its rich deposits of diamonds, which are a major export product.",https://en.wikipedia.org/wiki/Central_African_Republic#Economy,"The country has a unique tradition of storytelling, with oral literature being an important cultural practice.",https://en.wikipedia.org/wiki/Central_African_Republic#Culture,"The country is home to the Baka people, who are one of the last remaining groups of traditional hunter-gatherers in Africa.",https://en.wikipedia.org/wiki/Central_African_Republic#Demographics,"The country has a national park, Dzanga-Sangha, which is famous for its population of forest elephants and lowland gorillas.",https://en.wikipedia.org/wiki/Central_African_Republic#Tourism,"The country has a unique musical instrument called the sanza, which is a type of thumb piano.",https://en.wikipedia.org/wiki/Central_African_Republic#Culture,"The country has a significant number of languages spoken, with over 70 languages and dialects in use.",https://en.wikipedia.org/wiki/Central_African_Republic#Languages,"The country has a history of traditional wrestling, which is a popular sport and cultural event.",https://en.wikipedia.org/wiki/Central_African_Republic#Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Africa,N'Djamena,TCD,"The country is home to the endangered West African giraffe, which is distinct for its lighter spots and is found only in a few countries.",https://en.wikipedia.org/wiki/West_African_giraffe,"The Tibesti Mountains in the north are home to some of the best-preserved rock art in the Sahara, dating back thousands of years.",https://en.wikipedia.org/wiki/Tibesti_Mountains,"Lake Chad, once one of the largest lakes in the world, has shrunk by as much as 95% since the 1960s due to climate change and water usage.",https://en.wikipedia.org/wiki/Lake_Chad,"The country has a unique tradition of wrestling known as 'Laamb', which is a popular sport and cultural event.",https://en.wikipedia.org/wiki/Laamb,"The Zakouma National Park is one of the last strongholds for Central African wildlife, including elephants and lions, and has seen a resurgence in wildlife populations due to conservation efforts.",https://en.wikipedia.org/wiki/Zakouma_National_Park,The Ennedi Plateau is a UNESCO World Heritage site known for its stunning natural arches and rock formations.,https://en.wikipedia.org/wiki/Ennedi_Plateau,"The country is one of the few places where the Saharan silver ant, the fastest of all known ant species, can be found.",https://en.wikipedia.org/wiki/Saharan_silver_ant,"The country has a rich tradition of storytelling and oral history, with griots playing a key role in preserving cultural narratives.",https://en.wikipedia.org/wiki/Griot,"The country is home to the Dama gazelle, one of the rarest and most endangered antelope species in the world.",https://en.wikipedia.org/wiki/Dama_gazelle,"The country has a unique cultural festival called 'Gerewol', where men of the Wodaabe tribe participate in beauty contests judged by women.",https://en.wikipedia.org/wiki/Gerewol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,S. America,Santiago,CHL,"The Atacama Desert, located in the northern part of the country, is considered one of the driest places on Earth.",https://en.wikipedia.org/wiki/Atacama_Desert,"The country is home to the world's largest swimming pool, located at the San Alfonso del Mar resort.",https://en.wikipedia.org/wiki/San_Alfonso_del_Mar,"The country has a unique breed of horse known as the Chilean Corralero, which is used in rodeo events.",https://en.wikipedia.org/wiki/Chilean_horse,"The country is one of the few places in the world where the Andean condor, one of the largest flying birds, can be found.",https://en.wikipedia.org/wiki/Andean_condor,"The country is home to the Moai statues on Easter Island, which are believed to have been created by the Rapa Nui people.",https://en.wikipedia.org/wiki/Moai,"The country has a unique tradition called 'La Tirana,' a religious festival that combines indigenous and Catholic traditions.",https://en.wikipedia.org/wiki/La_Tirana,"The country is known for its diverse climate, ranging from the world's driest desert in the north to a Mediterranean climate in the central region and a rainy temperate climate in the south.",https://en.wikipedia.org/wiki/Climate_of_Chile,"The country is one of the world's largest producers of copper, accounting for a significant portion of global production.",https://en.wikipedia.org/wiki/Economy_of_Chile#Mining,"The country has a unique form of folk music and dance known as the Cueca, which is considered the national dance.",https://en.wikipedia.org/wiki/Cueca,"The country is home to the Valdivian temperate rain forest, one of the few temperate rainforests in the world.",https://en.wikipedia.org/wiki/Valdivian_temperate_rain_forest,"The country has a unique indigenous group known as the Mapuche, who have a distinct language and culture.",https://en.wikipedia.org/wiki/Mapuche,"The country is home to the world's southernmost city, Puerto Williams, located on Navarino Island.",https://en.wikipedia.org/wiki/Puerto_Williams,"The country has a unique geological feature known as the Marble Caves, located in the General Carrera Lake.",https://en.wikipedia.org/wiki/Marble_Caves,"The country is home to the oldest mummies in the world, known as the Chinchorro mummies, which predate Egyptian mummies.",https://en.wikipedia.org/wiki/Chinchorro_mummies,"The country has a unique wine region known as the Colchagua Valley, famous for its red wines.",https://en.wikipedia.org/wiki/Colchagua_Valley,"The country is home to the Patagonian Ice Fields, the third largest ice field in the world after Antarctica and Greenland.",https://en.wikipedia.org/wiki/Southern_Patagonian_Ice_Field,"The country has a unique tradition of 'Once,' an evening tea time that is similar to British afternoon tea.",https://en.wikipedia.org/wiki/Chilean_cuisine#Once,"The country is home to the world's largest copper mine, the Escondida mine.",https://en.wikipedia.org/wiki/Escondida,"The country has a unique form of street art culture, particularly in the city of Valparaíso, which is known for its vibrant murals.",https://en.wikipedia.org/wiki/Street_art_in_Chile,"The country is home to the world's largest astronomical project, the Atacama Large Millimeter/submillimeter Array (ALMA).",https://en.wikipedia.org/wiki/Atacama_Large_Millimeter_Array,"The country has a unique national park, Torres del Paine, known for its stunning mountain scenery and diverse wildlife.",https://en.wikipedia.org/wiki/Torres_del_Paine_National_Park,"The country is home to the Humboldt Penguin, which can be found along its coast.",https://en.wikipedia.org/wiki/Humboldt_penguin,"The country has a unique tradition of 'Fondas,' which are temporary venues set up during the national independence celebrations, offering food, music, and dance.",https://en.wikipedia.org/wiki/Fonda_(Chile),"The country is home to the world's largest geyser field in the southern hemisphere, the El Tatio geyser field.",https://en.wikipedia.org/wiki/El_Tatio,"The country has a unique form of indigenous architecture known as the 'Ruca,' traditionally used by the Mapuche people.",https://en.wikipedia.org/wiki/Ruca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Asia,Beijing,CHN,"The world's largest mall, the New South China Mall, is mostly empty.",https://en.wikipedia.org/wiki/New_South_China_Mall,The first recorded use of toilet paper was in the 6th century.,https://en.wikipedia.org/wiki/Toilet_paper#History,"The world's longest sea bridge, the Hong Kong-Zhuhai-Macau Bridge, spans 55 kilometers.",https://en.wikipedia.org/wiki/Hong_Kong%E2%80%93Zhuhai%E2%80%93Macau_Bridge,The Leshan Giant Buddha is the largest stone Buddha in the world.,https://en.wikipedia.org/wiki/Leshan_Giant_Buddha,The country has a bridge that is held up by 99 dragons.,https://en.wikipedia.org/wiki/Anji_Bridge,The world's largest artificial forest is located in the Kubuqi Desert.,https://en.wikipedia.org/wiki/Kubuqi_Desert,The country has a museum dedicated to watermelons.,https://en.wikipedia.org/wiki/Watermelon_Museum,The country is home to the world's largest ice and snow festival.,https://en.wikipedia.org/wiki/Harbin_International_Ice_and_Snow_Sculpture_Festival,The country has a national park that is home to the world's largest population of wild pandas.,https://en.wikipedia.org/wiki/Wolong_National_Nature_Reserve,The country has a city with a replica of the Eiffel Tower.,https://en.wikipedia.org/wiki/Tianducheng,The country has a ghost city with a replica of Manhattan.,https://en.wikipedia.org/wiki/Yujiapu_Financial_District,"The country has a city with a replica of the entire city of Hallstatt, Austria.",https://en.wikipedia.org/wiki/Huizhou#Hallstatt_replica,The country has a bridge that is the world's highest and longest glass-bottomed bridge.,https://en.wikipedia.org/wiki/Zhangjiajie_Glass_Bridge,The country has a hotel shaped like a giant doughnut.,https://en.wikipedia.org/wiki/Sheraton_Huzhou_Hot_Spring_Resort,The country has a building shaped like a giant teapot.,https://en.wikipedia.org/wiki/Wuxi,The country has a city with a replica of the White House.,https://en.wikipedia.org/wiki/Huaxi_Village,The country has a city with a replica of the Sydney Opera House.,https://en.wikipedia.org/wiki/Changsha,The country has a city with a replica of the Arc de Triomphe.,https://en.wikipedia.org/wiki/Suzhou,The country has a city with a replica of the Tower Bridge.,https://en.wikipedia.org/wiki/Suzhou,The country has a city with a replica of the Sphinx.,https://en.wikipedia.org/wiki/Chuzhou,The country has a city with a replica of the Parthenon.,https://en.wikipedia.org/wiki/Chuzhou,The country has a city with a replica of the Colosseum.,https://en.wikipedia.org/wiki/Macau,The country has a city with a replica of the Leaning Tower of Pisa.,https://en.wikipedia.org/wiki/Shanghai,The country has a city with a replica of the Statue of Liberty.,https://en.wikipedia.org/wiki/Shanghai,The country has a city with a replica of the Great Sphinx of Giza.,https://en.wikipedia.org/wiki/Chuzhou,The country has a city with a replica of the Kremlin.,https://en.wikipedia.org/wiki/Chuzhou,The country has a city with a replica of the Taj Mahal.,https://en.wikipedia.org/wiki/Chuzhou,The country has a city with a replica of the Eiffel Tower.,https://en.wikipedia.org/wiki/Tianducheng,The country has a city with a replica of the White House.,https://en.wikipedia.org/wiki/Huaxi_Village,The country has a city with a replica of the Sydney Opera House.,https://en.wikipedia.org/wiki/Changsha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,S. America,Bogotá,COL,"The national sport is tejo, a game that involves throwing metal discs at a target that explodes with gunpowder.",https://en.wikipedia.org/wiki/Tejo_(sport),"It is home to the pink river dolphin, which can be found in the Amazon and Orinoco river basins.",https://en.wikipedia.org/wiki/Amazon_river_dolphin,"The country has more species of birds than any other country in the world, with over 1,900 recorded species.",https://en.wikipedia.org/wiki/List_of_birds_of_Colombia,"It is the world's leading source of emeralds, producing 70-90% of the world's supply.",https://en.wikipedia.org/wiki/Emerald#Colombia,"The country has a unique liquid rainbow river, Caño Cristales, known for its vibrant colors caused by aquatic plants.",https://en.wikipedia.org/wiki/Ca%C3%B1o_Cristales,It is the only country in South America with coastlines on both the Pacific Ocean and the Caribbean Sea.,https://en.wikipedia.org/wiki/Geography_of_Colombia,"The country celebrates the Day of the Little Candles, marking the start of the Christmas season with candle displays.",https://en.wikipedia.org/wiki/Day_of_the_Little_Candles,"It is home to the world's largest bicycle race, the Vuelta a Colombia, which covers over 1,200 miles.",https://en.wikipedia.org/wiki/Vuelta_a_Colombia,"The country has a unique tradition of hosting the Barranquilla Carnival, one of the largest and most colorful carnivals in the world.",https://en.wikipedia.org/wiki/Barranquilla%27s_Carnival,"It is the birthplace of the famous literary genre, magical realism, popularized by Gabriel García Márquez.",https://en.wikipedia.org/wiki/Magical_realism,"The country has a unique fruit called lulo, known for its citrus flavor and used in various local dishes and drinks.",https://en.wikipedia.org/wiki/Solanum_quitoense,"It is home to the tallest palm trees in the world, the wax palms, which can grow up to 200 feet tall.",https://en.wikipedia.org/wiki/Ceroxylon_quindiuense,"The country has a unique music genre called cumbia, which combines indigenous, African, and Spanish influences.",https://en.wikipedia.org/wiki/Cumbia,"It is one of the world's largest producers of coffee, known for its high-quality Arabica beans.",https://en.wikipedia.org/wiki/Coffee_production_in_Colombia,"The country has a unique tradition of hosting the Black and White Carnival, a UNESCO Intangible Cultural Heritage event.",https://en.wikipedia.org/wiki/Blacks_and_Whites%27_Carnival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Africa,Brazzaville,COG,"The country is home to the world's largest population of lowland gorillas, which are known for their unique ability to stand upright and walk on two legs for short distances.",https://en.wikipedia.org/wiki/Republic_of_the_Congo#Wildlife,"The country has a national dish called 'Moambe', which is made from palm nuts and is often served with chicken or fish, and is considered a symbol of national unity.",https://en.wikipedia.org/wiki/Republic_of_the_Congo#Cuisine,"The country is one of the few places in the world where you can find the elusive and rare okapi, an animal that looks like a cross between a zebra and a giraffe.",https://en.wikipedia.org/wiki/Republic_of_the_Congo#Wildlife,"The country has a unique tradition of 'Sapeurs', who are members of the Society of Ambiance-Makers and Elegant People, known for their extravagant fashion and style.",https://en.wikipedia.org/wiki/Republic_of_the_Congo#Culture,"The country is home to the Congo River, the second-longest river in Africa, which is so deep in some parts that it is impossible to measure accurately.",https://en.wikipedia.org/wiki/Republic_of_the_Congo#Geography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,N. America,San José,CRI,"This country has no standing army since 1949, making it one of the few countries in the world without a military.",https://en.wikipedia.org/wiki/Military_of_Costa_Rica,"This country is home to the world's only sloth sanctuary, which is dedicated to the rescue, rehabilitation, and research of sloths.",https://en.wikipedia.org/wiki/Sloth_Sanctuary_of_Costa_Rica,"This country has a unique tradition called 'El Tope,' an annual horse parade that features thousands of horses and riders parading through the streets.",https://en.wikipedia.org/wiki/Tope_Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,Africa,Yamoussoukro,CIV,"The country is home to the world's largest producer of cocoa beans, which is a key ingredient in chocolate.",https://en.wikipedia.org/wiki/Cocoa_production_in_C%C3%B4te_d%27Ivoire,"It has a unique tradition of 'Gouros', a type of dance that involves wearing masks and costumes to represent various spirits.",https://en.wikipedia.org/wiki/Culture_of_C%C3%B4te_d%27Ivoire,"The country has a national park, Taï National Park, that is a UNESCO World Heritage site and is known for its biodiversity, including rare species like the pygmy hippopotamus.",https://en.wikipedia.org/wiki/Ta%C3%AF_National_Park,Has a unique festival called 'Fête de la Musique' which celebrates music and musicians across the country every June 21.,https://en.wikipedia.org/wiki/F%C3%AAte_de_la_Musique,"The country is known for its vibrant textile industry, particularly the production of 'kente' cloth, which is often used in traditional ceremonies and celebrations.",https://en.wikipedia.org/wiki/Textiles_of_C%C3%B4te_d%27Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,Europe,Zagreb,HRV,"The necktie, known as 'cravat,' originated from the traditional neckwear of Croatian soldiers in the 17th century.",https://en.wikipedia.org/wiki/Cravat,"The world's smallest town, Hum, with a population of around 30 people, is located here.","https://en.wikipedia.org/wiki/Hum,_Croatia","The country is home to the world's first torpedo, which was constructed in the 19th century.",https://en.wikipedia.org/wiki/Torpedo,The Dalmatian dog breed is named after a historical region in this country.,https://en.wikipedia.org/wiki/Dalmatian_(dog),"The country has a museum dedicated entirely to broken relationships, showcasing personal objects from failed relationships.",https://en.wikipedia.org/wiki/Museum_of_Broken_Relationships,"The world's longest strudel, measuring 1,479.38 meters, was baked here in 2015.",https://en.wikipedia.org/wiki/Strudel,"The country has a unique tradition of 'picaferaj,' a type of street lamp lighting that was done manually until the 20th century.",https://en.wikipedia.org/wiki/Street_light,"The country is home to the world's largest truffle, weighing 1.31 kg, which was found in 1999.",https://en.wikipedia.org/wiki/Truffle,"The country has a unique amphibious vehicle called 'Amphicar,' which was produced in the 1960s and could be driven on both land and water.",https://en.wikipedia.org/wiki/Amphicar,"The country has a unique tradition of 'klapa' singing, a form of a cappella music that is recognized by UNESCO as an intangible cultural heritage.",https://en.wikipedia.org/wiki/Klapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,N. America,Havana,CUB,"This country has a unique system of 'bicitaxis', which are bicycle taxis that are a popular mode of transportation, especially in tourist areas.",https://en.wikipedia.org/wiki/Transportation_in_Cuba#Bicitaxis,"The country is home to the world's smallest frog, the Eleutherodactylus iberia, which measures just 1.2 cm in length.",https://en.wikipedia.org/wiki/Eleutherodactylus_iberia,"This country has a special breed of dog called the Havanese, which is known for its long, flowing coat and friendly demeanor, and is considered a national treasure.",https://en.wikipedia.org/wiki/Havanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Asia,Nicosia,CYP,"The island is home to the world's oldest known perfumery, dating back over 4,000 years.",https://en.wikipedia.org/wiki/Perfume#History,"The national symbol is the mouflon, a type of wild sheep that is unique to the island.",https://en.wikipedia.org/wiki/Cyprus_mouflon,The country has a unique legal system that combines elements of both British common law and continental European civil law.,https://en.wikipedia.org/wiki/Law_of_Cyprus,It is one of the few places in the world where you can ski in the mountains and swim in the sea on the same day.,https://en.wikipedia.org/wiki/Troodos_Mountains,"The island is home to a rare species of orchid, the Cyprus bee orchid, which is found nowhere else in the world.",https://en.wikipedia.org/wiki/Ophrys_kotschyi,"The country has a tradition of making halloumi cheese, which is a registered trademark in the European Union.",https://en.wikipedia.org/wiki/Halloumi,The island has a salt lake that is home to thousands of flamingos during the winter months.,https://en.wikipedia.org/wiki/Larnaca_Salt_Lake,It is one of the few countries in the world that has a divided capital city.,https://en.wikipedia.org/wiki/Nicosia,"The island is known for its ancient wine-making tradition, with evidence of wine production dating back to 2300 BC.",https://en.wikipedia.org/wiki/Commandaria,"The country has a unique form of traditional music called 'rebetiko,' which has been recognized by UNESCO as an intangible cultural heritage.",https://en.wikipedia.org/wiki/Rebetiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic (Czechia),Europe,Prague,CZE,"The country is home to the Sedlec Ossuary, a small chapel decorated with the bones of over 40,000 people.",https://en.wikipedia.org/wiki/Sedlec_Ossuary,The country has the highest per capita beer consumption in the world.,https://en.wikipedia.org/wiki/Beer_in_the_Czech_Republic,The word 'robot' was first used in a play by a writer from this country.,https://en.wikipedia.org/wiki/Karel_%C4%8Capek,There is a tradition of 'whipping' women with willow branches on Easter Monday for good luck and health.,https://en.wikipedia.org/wiki/Easter_Monday#Czech_Republic_and_Slovakia,The country has a museum dedicated entirely to the art of alchemy and magic.,https://en.wikipedia.org/wiki/Speculum_Alchemiae_Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
